   417092.0000000130	    93498.5917968750	    93498.0000000000	606	1	50	43.500000	 24372380.3241415881
   417093.0000000103	    95523.3896484375	    95523.0000000000	399	1	50	44.000000	 24373013.9910134114
   417094.0000000586	    97548.5712890625	    97548.0000000000	585	1	50	43.750000	 24373662.6406418905
   417095.0000000977	    99571.9160156250	    99571.0000000000	938	253	50	44.000000	 24374519.6286212616
   417096.0000000044	   101595.1796875000	   101595.0000000000	184	0	50	44.750000	 24375178.4971474819
   417097.0000000038	   103618.5400390625	   103618.0000000000	553	1	50	44.750000	 24375812.7922271416
   417098.0000000032	   105642.0791015625	   105642.0000000000	81	1	50	45.000000	 24376446.6405807883
   417099.0000000037	   107666.5947265625	   107666.0000000000	609	1	50	45.000000	 24377079.8188451454
   417100.0000000033	   109691.4345703125	   109691.0000000000	445	1	50	45.000000	 24377713.1646320038
   417101.0000000027	   111716.0703125000	   111716.0000000000	72	1	50	45.000000	 24378346.0287924409
   417102.0000000016	   113740.9794921875	   113740.0000000000	1003	1	50	44.750000	 24378979.0220847540
   417103.0000000016	   115766.1767578125	   115766.0000000000	181	1	50	45.000000	 24379612.0607473701
   417104.0000000010	   117791.6630859375	   117791.0000000000	679	1	50	44.750000	 24380245.0854499601
   417104.9999999997	   119816.8896484375	   119816.0000000000	911	1	50	44.500000	 24380878.5638588592
   417105.9999999970	   121842.2119140625	   121842.0000000000	217	1	50	44.500000	 24381512.0876387544
   417106.9999999951	   123867.5429687500	   123867.0000000000	556	1	50	44.500000	 24382145.4089957103
   417107.9999999932	   125892.7158203125	   125892.0000000000	733	1	50	44.750000	 24382777.9067015760
   417108.9999999917	   127917.8984375000	   127917.0000000000	920	1	50	44.500000	 24383410.3485666029
   417109.9999999909	   129943.3906250000	   129943.0000000000	400	1	50	44.500000	 24384043.1254759468
   417110.9999999902	   131969.1884765625	   131969.0000000000	193	1	50	44.500000	 24384675.8290942423
   417111.9999999899	   133994.7421875000	   133994.0000000000	760	1	50	44.500000	 24385309.1923313141
   417112.9999999875	   136019.8212890625	   136019.0000000000	841	1	50	44.750000	 24385941.9448107630
