   417086.0000000036	     6517.4580078125	     6517.0000000000	469	6	22	49.750000	 24642722.3705832437
   417087.0000000536	     3796.8310546875	     3796.0000000000	851	6	22	50.000000	 24642205.3445545733
   417088.0000000756	   -21367.2783203125	  1027208.0000000000	739	225	22	49.750000	 29438390.2864679843
   417088.9999999974	    -7257.3173828125	  1041318.0000000000	699	225	22	50.000000	 25840341.2397133783
   417090.0000000515	   -24006.9882812500	  1024569.0000000000	12	207	22	50.250000	 28837763.1796567515
   417090.9999999960	     8658.9912109375	     8658.0000000000	1015	43	22	50.250000	 21273774.1947897151
   417092.0000000130	     5938.6542968750	     5938.0000000000	670	1	22	50.250000	 21273509.5445302352
   417093.0000000103	     3219.7958984375	     3219.0000000000	815	1	22	50.500000	 21273237.5826281793
   417094.0000000586	      501.7500000000	      501.0000000000	768	1	22	50.000000	 21272981.1758504808
   417095.0000000977	    -2217.7099609375	  1046358.0000000000	297	253	22	49.750000	 21272933.3936074711
   417096.0000000044	    -4936.8310546875	  1043639.0000000000	173	0	22	49.500000	 21272687.9211871028
   417097.0000000038	    -7655.4169921875	  1040920.0000000000	597	1	22	49.500000	 21272417.8753201738
   417098.0000000032	   -10373.4052734375	  1038202.0000000000	609	1	22	49.250000	 21272147.3827272654
   417099.0000000037	   -13089.9863281250	  1035486.0000000000	14	1	22	49.500000	 21271878.6526077166
   417100.0000000033	   -15805.8291015625	  1032770.0000000000	175	1	22	50.000000	 21271610.2331025600
   417101.0000000027	   -18521.4296875000	  1030054.0000000000	584	1	22	49.500000	 21271342.1905225441
   417102.0000000016	   -21236.3457031250	  1027339.0000000000	670	1	22	49.750000	 21271073.7047067061
   417103.0000000016	   -23950.5322265625	  1024625.0000000000	479	1	22	49.750000	 21270806.4089965336
   417104.0000000010	   -26664.0000000000	  1021912.0000000000	0	1	22	50.000000	 21270539.6716940217
   417104.9999999997	   -29377.3076171875	  1019198.0000000000	709	1	22	50.000000	 21270272.1002705619
   417105.9999999970	   -32090.0732421875	  1016485.0000000000	949	1	22	49.750000	 21270004.0018503815
   417106.9999999951	   -34802.4091796875	  1013773.0000000000	605	1	22	49.750000	 21269735.8440991901
   417107.9999999932	   -37514.4677734375	  1011061.0000000000	545	1	22	49.750000	 21269467.7212484367
   417108.9999999917	   -40226.1044921875	  1008349.0000000000	917	1	22	49.750000	 21269199.2563730031
   417109.9999999909	   -42936.9960937500	  1005639.0000000000	4	1	22	49.750000	 21268930.5541741960
   417110.9999999902	   -45647.1699218750	  1002928.0000000000	850	1	22	49.750000	 21268661.6355924197
   417111.9999999899	   -48357.1386718750	  1000218.0000000000	882	1	22	49.750000	 21268394.2351809554
   417112.9999999875	   -51067.1552734375	   997508.0000000000	865	1	22	49.250000	 21268126.2240118645
   417113.9999999857	   -53777.1748046875	   994798.0000000000	845	1	22	49.500000	 21267857.9755194038
   417114.9999999839	   -56486.8984375000	   992089.0000000000	104	1	22	49.250000	 21267589.5490345843
   417115.9999999844	   -59196.2783203125	   989379.0000000000	739	1	22	49.000000	 21267321.4087329283
   417116.9999999854	   -61905.5498046875	   986670.0000000000	461	1	22	49.000000	 21267053.8547589965
   417117.9999999857	   -64614.7958984375	   983961.0000000000	209	1	22	48.750000	 21266786.5032080002
   417118.9999999858	   -67323.7763671875	   981252.0000000000	229	1	22	49.000000	 21266518.2233046032
   417119.9999999870	   -70032.4833984375	   978543.0000000000	529	1	22	49.000000	 21266251.4371409379
   417120.9999999868	   -72740.9619140625	   975835.0000000000	39	1	22	49.000000	 21265984.0890801214
   417121.9999999883	   -75448.8681640625	   973127.0000000000	135	1	22	49.000000	 21265716.9434415586
   417122.9999999899	   -78156.3525390625	   970419.0000000000	663	1	22	49.250000	 21265450.2794294171
   417123.9999999903	   -80863.5537109375	   967712.0000000000	457	1	22	49.250000	 21265183.8213303871
   417124.9999999901	   -83570.6767578125	   965005.0000000000	331	1	22	49.250000	 21264918.3160143383
   417125.9999999902	   -86277.1777343750	   962298.0000000000	842	1	22	49.500000	 21264650.7515705489
   417126.9999999914	   -88983.3623046875	   959592.0000000000	653	1	22	49.500000	 21264385.8430520818
   417127.9999999920	   -91689.1474609375	   956886.0000000000	873	1	22	49.500000	 21264119.5629454143
   417128.9999999939	   -94394.9121093750	   954181.0000000000	90	1	22	49.500000	 21263853.7016439699
   417129.9999999949	   -97100.3505859375	   951475.0000000000	665	1	22	49.500000	 21263586.4164036661
   417130.9999999976	   -99805.5781250000	   948770.0000000000	432	1	22	49.250000	 21263320.7819550484
   417131.9999999991	  -102510.4375000000	   946065.0000000000	576	1	22	49.000000	 21263054.3692263104
   417133.0000000018	  -105214.5380859375	   943361.0000000000	473	1	22	49.250000	 21262788.1798602343
   417134.0000000048	  -107917.8671875000	   940658.0000000000	136	1	22	49.250000	 21262522.3464788571
