1805.6,235.21,1786.7,1988.1,584.6,1486.3,377.79,91.186,1562.1,1570.7,695.64,1638.9,12.148,1885.5,771.32,1349.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1790.2,151.28,1892,347.06,589.78,162.77,348.82,464.01,432.26,763.7,93.128,1749.7,6.1271,1648.1,602.15,1663.2,1014.2,303,1985.5,1653.6,1787.7,1366.6,475.1,50.124,1960.3,1143.5,1803.1,1385.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1756.8,167.41,1692.3,658.72,1720.6,1989.5,534.69,321.69,536.68,1218.3,1546.6,900.45,1504.8,213.57,709.18,597.71,720.97,1990.6,936.41,1450.3,172.83,1105.3,599.31,397.01,1396.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1738.6,96.853,1451,1265.1,1679.9,906.14,1923.2,796.88,1236.3,285.38,436.64,86.274,1022.2,1532.5,129.84,964.41,626.97,1818.2,1497.3,169.84,1117.8,1878.4,327.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1715.3,634.19,920.9,1603.7,49.608,546.18,1377.1,773.9,1997.2,458.34,481.96,434.7,1818.5,895.98,1188.4,535.36,1598.6,939.44,878.74,550.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1711.5,1293.1,1603.5,822.59,544.41,1856.6,928.25,673.62,1976.6,1493.7,1591.2,567.83,369.27,339.33,1445.1,1706.2,1128.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1706.6,1671.4,160.69,870.75,8.5928,739.38,882.68,600.23,12.494,607.11,1161.8,1609.3,235.44,1505.9,1210.2,390.3,1285.7,153.82,413.52,1220.7,1035.9,519.74,1099.3,624.35,618.38,821.12,620.14,1988.2,1090.4,1765.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1678.6,802.08,1839.4,1090.1,654.8,883.37,1350.8,399.28,1254.7,1212.9,1403.9,1143.7,1454.7,157.27,600.8,352.23,1311.9,541.88,417.58,828.72,1636.7,1003,1663.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1662.1,1344,1581.2,461.11,98.165,1987.5,1117.4,519.75,350.25,559.27,1613.4,1957.1,1557.1,995.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1664.2,1026.5,1513.9,1472,1817.1,486.66,1877.8,1212.5,1672.3,1.3902,863.9,1750.5,679.81,492.07,576.41,279.32,1635.1,1331,852.96,1939.2,1328.9,1771.4,590.73,985.77,51.638,604.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1645.8,1044.1,1520.9,1459.5,1373.1,1970.1,1812,1779.3,257.45,782.04,1203.7,775.34,1379.1,152.17,860.43,436.78,935.34,1228,505.56,471.61,1404.8,1422,879.15,1980.6,673.64,834.16,59.504,1788.8,418.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1646.7,1055.2,1492.7,1404.7,649.75,1903.8,946.24,1331.3,1609.8,868.06,1110.5,150.4,1348.5,1067.4,647.62,1529.8,530.04,269.22,907.89,461.77,1354.2,1020.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
