0.60077,-1.4661,-0.74989,1.483,-0.48134,-0.98254,0.68493,-0.20754,0.48843,1.1401,-0.20894,-1.3968,-1.2377,-0.70673,0.54745,1.1214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.58415,-0.23929,-0.58492,1.1137,0.11273,1.2657,0.90313,0.69111,-0.92005,1.4975,0.42502,-0.84173,-0.12522,-0.11014,1.1683,-0.82936,-0.19556,-0.98811,1.278,-0.34532,1.4265,1.0713,-1.0311,-0.20645,-0.72682,-0.58844,0.3508,-0.3266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.55835,0.30843,0.13953,-1.4429,0.65769,0.0028231,-0.22418,-0.084974,-1.0716,0.80777,1.4669,0.22891,-0.66898,-1.2744,0.73794,0.25332,0.6713,0.68631,-1.3078,-1.2761,1.2945,0.062678,0.58166,0.32006,0.49247,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.54983,0.97659,-0.26795,-1.134,-0.79535,1.0577,-0.33063,-1.5451,-0.038415,-1.3509,0.48452,-1.1965,-1.0507,1.1538,-1.1468,0.54175,-0.014395,-0.55449,-0.15602,-0.98881,-0.92039,0.508,-1.4444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5557,0.47548,-0.73534,0.38692,0.19215,0.92218,1.0145,0.32642,-1.3649,0.50593,-1.281,1.2647,-0.064331,-0.96201,0.37008,0.52112,-0.23918,1.3582,-0.60852,-0.60677,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5305,0.40741,-0.96814,-0.95325,-0.83034,-1.5436,0.063521,0.073921,-0.5266,-0.082571,0.53394,-0.71458,0.68253,1.0484,1.424,-1.149,1.3562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.57669,-0.51403,-0.3585,1.1485,-1.0302,0.47908,-0.38925,0.050655,-0.068104,-1.0322,0.76801,0.63211,1.1058,0.49406,0.63501,-1.4506,-0.53193,-0.8878,1.5098,1.5182,-0.79175,0.66863,-1.2105,-0.8831,1.4864,1.4019,-1.5383,-1.0832,-0.15633,-0.74666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.59534,-1.4383,0.30067,-0.64787,0.88493,-1.2715,-1.4794,-1.2202,0.094755,-0.39711,1.0882,-0.33655,-0.78611,-0.4922,-0.62131,-1.4978,1.1339,1.1201,1.2439,1.4582,-0.8496,-0.43843,0.77809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.50683,-1.0019,-0.54731,0.14456,0.58673,0.22808,-0.4305,1.3423,1.0445,1.1933,1.0979,-0.97664,-0.77369,0.97636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.50344,-0.18286,-1.3955,-1.3683,1.0316,0.64496,0.28033,1.2425,0.91853,0.18894,-0.78139,-0.21786,-1.3583,-1.0145,0.71572,-0.82517,-0.87735,-0.38255,1.3691,0.33037,-0.42521,-0.58196,-0.64232,1.2789,-0.92005,-1.0361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
