   417098.0000000202	   942503.6298828125	   942503.0000000000	645	250	47	48.250000	 21271540.0447649918
   417098.9999999392	   937981.6318359375	   937981.0000000000	647	250	47	48.250000	 21271270.3688660078
   417100.0000000774	   933459.9072265625	   933459.0000000000	929	251	47	48.500000	 21271014.1470350772
   417101.0000001984	   928935.8056640625	   928935.0000000000	825	241	47	48.500000	 21271277.8165519461
   417102.0000001465	   924413.6503906250	   924413.0000000000	666	249	47	48.750000	 21271069.3455967307
   417103.0000002445	   919892.0957031250	   919892.0000000000	98	251	47	48.500000	 21270800.8318321817
   417104.0000001684	   915370.4208984375	   915370.0000000000	431	250	47	48.250000	 21270532.8904851191
   417105.0000000926	   910848.7919921875	   910848.0000000000	811	250	47	48.500000	 21270265.3225729726
   417106.0000001912	   906327.5224609375	   906327.0000000000	535	251	47	48.500000	 21269998.1280459575
   417107.0000001146	   901806.1162109375	   901806.0000000000	119	250	47	48.500000	 21269731.0487406068
   417108.0000002117	   897285.1191406250	   897285.0000000000	122	251	47	48.750000	 21269463.3830577098
   417109.0000001341	   892763.9707031250	   892763.0000000000	994	250	47	48.500000	 21269196.5794663541
   417110.0000002318	   888243.2109375000	   888243.0000000000	216	251	47	48.750000	 21268928.5159179419
   417111.0000001547	   883722.3818359375	   883722.0000000000	391	250	47	48.500000	 21268661.2970108502
   417112.0000002526	   879201.9433593750	   879201.0000000000	966	251	47	48.500000	 21268393.8756310046
   417113.0000001743	   874681.4189453125	   874681.0000000000	429	250	47	48.250000	 21268125.4142675996
   417114.0000000970	   870161.0273437500	   870161.0000000000	28	250	47	48.250000	 21267857.2670080774
   417115.0000001946	   865641.0253906250	   865641.0000000000	26	251	47	48.250000	 21267589.3465515971
   417116.0000001176	   861120.9648437500	   861120.0000000000	988	250	47	48.000000	 21267321.5552768111
   417117.0000002155	   856601.3935546875	   856601.0000000000	403	251	47	48.000000	 21267053.2927956581
   417118.0000001377	   852081.7470703125	   852081.0000000000	765	250	47	48.000000	 21266786.1157693490
   417119.0000002359	   847562.5000000000	   847562.0000000000	512	251	47	48.000000	 21266519.3540082835
   417120.0000001586	   843043.2246093750	   843043.0000000000	230	250	47	48.250000	 21266252.4945760854
   417121.0000002563	   838524.3906250000	   838524.0000000000	400	251	47	48.250000	 21265985.3070294484
   417122.0000001790	   834005.5507812500	   834005.0000000000	564	250	47	48.250000	 21265717.4634040110
   417123.0000001024	   829486.9130859375	   829486.0000000000	935	250	47	48.500000	 21265450.3840986602
   417124.0000002008	   824968.7646484375	   824968.0000000000	783	251	47	48.500000	 21265183.8003299311
   417125.0000001237	   820450.5742187500	   820450.0000000000	588	250	47	48.250000	 21264917.0281488225
   417126.0000002222	   815932.8427734375	   815932.0000000000	863	251	47	48.250000	 21264650.3361886255
   417127.0000001465	   811415.1123046875	   811415.0000000000	115	250	47	48.250000	 21264383.9653625265
   417128.0000002481	   806897.8525390625	   806897.0000000000	873	251	47	48.250000	 21264117.8038885444
   417129.0000001735	   802380.5224609375	   802380.0000000000	535	250	47	48.250000	 21263850.8711646199
   417130.0000000997	   797863.4121093750	   797863.0000000000	422	250	47	48.500000	 21263584.6469199397
   417131.0000001997	   793346.7832031250	   793346.0000000000	802	251	47	48.500000	 21263317.8537479304
   417132.0000001255	   788830.0820312500	   788830.0000000000	84	250	47	48.250000	 21263051.6329934075
   417133.0000002265	   784313.8730468750	   784313.0000000000	894	251	47	48.500000	 21262785.8693849444
   417134.0000001527	   779797.6474609375	   779797.0000000000	663	250	47	48.250000	 21262520.9155173339
   417135.0000002534	   775281.8994140625	   775281.0000000000	921	251	47	48.500000	 21262255.6021250412
   417136.0000001796	   770766.1474609375	   770766.0000000000	151	250	47	48.750000	 21261990.0933399536
   417137.0000001062	   766250.6708984375	   766250.0000000000	687	250	47	48.750000	 21261724.3856221251
   417138.0000002081	   761735.7363281250	   761735.0000000000	754	251	47	48.500000	 21261458.7406749986
   417139.0000001339	   757220.7802734375	   757220.0000000000	799	250	47	48.500000	 21261192.9666464552
   417140.0000002366	   752706.3037109375	   752706.0000000000	311	251	47	48.500000	 21260928.3896534629
   417141.0000001637	   748191.8642578125	   748191.0000000000	885	250	47	48.500000	 21260662.7133459151
   417142.0000000922	   743677.6523437500	   743677.0000000000	668	250	47	48.250000	 21260398.0282112509
   417143.0000001966	   739163.9218750000	   739163.0000000000	944	251	47	48.250000	 21260133.4198073149
   417144.0000001247	   734650.1718750000	   734650.0000000000	176	250	47	48.250000	 21259867.7365193851
   417145.0000002283	   730136.9453125000	   730136.0000000000	968	251	47	48.000000	 21259601.5959851146
   417146.0000001572	   725623.7207031250	   725623.0000000000	738	250	47	48.000000	 21259336.5862759948
   417147.0000002609	   721111.0820312500	   721111.0000000000	84	251	47	48.000000	 21259072.6270209700
   417148.0000001886	   716598.4550781250	   716598.0000000000	466	250	47	48.000000	 21258808.4130428880
   417149.0000001174	   712086.1064453125	   712086.0000000000	109	250	47	48.250000	 21258544.6737108380
   417150.0000002216	   707574.3007812500	   707574.0000000000	308	251	47	48.000000	 21258280.9971494898
   417151.0000001512	   703062.5253906250	   703062.0000000000	538	250	47	48.000000	 21258016.3399349153
   417152.0000002570	   698551.2744140625	   698551.0000000000	281	251	47	48.000000	 21257753.2950715944
   417153.0000001870	   694040.0458984375	   694040.0000000000	47	250	47	48.000000	 21257490.4945618100
   417154.0000001175	   689529.1787109375	   689529.0000000000	183	250	47	48.250000	 21257226.9576520287
   417155.0000002238	   685018.8359375000	   685018.0000000000	856	251	47	48.250000	 21256964.0698406659
   417156.0000001552	   680508.4970703125	   680508.0000000000	509	250	47	48.250000	 21256701.4019522443
   417157.0000002619	   675998.6708984375	   675998.0000000000	687	251	47	48.250000	 21256437.6171987355
   417158.0000001942	   671488.9052734375	   671488.0000000000	927	250	47	48.250000	 21256174.9074295647
   417159.0000001271	   666979.4208984375	   666979.0000000000	431	250	47	48.500000	 21255912.5327046886
   417160.0000002339	   662470.4306640625	   662470.0000000000	441	251	47	48.500000	 21255649.2295775935
   417161.0000001655	   657961.5009765625	   657961.0000000000	513	250	47	48.500000	 21255387.1689573042
   417162.0000000967	   653452.8681640625	   653452.0000000000	889	250	47	48.500000	 21255125.1467276365
   417163.0000002030	   648944.7236328125	   648944.0000000000	741	251	47	48.500000	 21254862.9743759036
   417164.0000001343	   644436.6445312500	   644436.0000000000	660	250	47	48.500000	 21254600.6834125929
